representation,rep,seed,target,family,val_accuracy,val_balanced_accuracy,val_auc,val_log_loss,test_accuracy,test_balanced_accuracy,test_auc,test_log_loss,val_r2,val_mae,val_spearman,test_r2,test_mae,test_spearman
replab auto (128d),auto,777,direction_1,gbdt,0.5405940594059406,0.5238049621611265,0.5344860618833221,0.7302639511808076,0.5169322709163346,0.5077027458492975,0.49697477650063854,0.7556314596848457,,,,,,
replab auto (128d),auto,777,direction_1,mlp,0.5821782178217821,0.5557045694031995,0.5639429064086598,0.6824653311110722,0.5219123505976095,0.5080858876117497,0.5072836845466155,0.7003095349260765,,,,,,
replab auto (128d),auto,777,magnitude_1,linear,,,,,,,,,0.21002005874041518,0.7002175387930668,0.36376770511913875,-0.0021043870466614933,0.5477630993064665,0.2935145336823997
replab auto (128d),auto,777,magnitude_1,gbdt,,,,,,,,,0.3219046978894837,0.6507435052298469,0.4590918981438184,0.11342097010861796,0.5173846398780751,0.3497052884567599
replab auto (128d),auto,777,magnitude_1,mlp,,,,,,,,,0.2928485953509359,0.6567946250288573,0.3798953896918123,0.031862734670638826,0.5395481940719518,0.2951389759340014
replab auto (128d),auto,777,vol_20,linear,,,,,,,,,0.036356929115055725,0.7145024886659712,0.3176202402848981,0.004775282207239107,0.4262594003339198,0.3957055079143167
replab auto (128d),auto,777,vol_20,gbdt,,,,,,,,,0.04874852828113896,0.7676962973190092,0.339864762873803,0.2790242556267417,0.37233596498355354,0.5348436612011018
replab auto (128d),auto,777,vol_20,mlp,,,,,,,,,-0.06939312728706959,0.7886836051532474,0.2550711592898421,-0.09519009162692904,0.45384701700697755,0.38323631246011713
replab auto (128d),auto,888,direction_1,linear,0.5544554455445545,0.532833604751413,0.5499249608838651,0.7304761999371395,0.5288844621513944,0.5148706896551724,0.534566570881226,0.7064387121387681,,,,,,
replab auto (128d),auto,888,direction_1,gbdt,0.5544554455445545,0.543530670242999,0.5481048631733564,0.7249430136223295,0.5139442231075697,0.5044699872286079,0.49939734993614304,0.759916444579012,,,,,,
replab auto (128d),auto,888,direction_1,mlp,0.5168316831683168,0.4985471149854711,0.5461251077689434,0.6936726897139568,0.5089641434262948,0.49438058748403574,0.4886454342273308,0.7165468164387765,,,,,,
replab auto (128d),auto,888,magnitude_1,linear,,,,,,,,,0.1776215047119688,0.662234859003968,0.4195310777862977,0.0373059505523643,0.5399761098609966,0.3277649667628053
replab auto (128d),auto,888,magnitude_1,gbdt,,,,,,,,,0.2684650829452314,0.6671058252106675,0.44682873054763717,0.008672595818097428,0.5352252237644196,0.3449794172960082
replab auto (128d),auto,888,magnitude_1,mlp,,,,,,,,,0.17956524253097272,0.6751628150813072,0.34492647273096433,0.033306946312450236,0.532713553090406,0.29528904603098904
replab auto (128d),auto,888,vol_20,linear,,,,,,,,,0.010728617393482298,0.7442716274789877,0.25998242681411005,0.08553757644888949,0.3954973097259039,0.48038988829875545
replab auto (128d),auto,888,vol_20,gbdt,,,,,,,,,0.18286409977817442,0.7331652660506872,0.36395018383825967,0.2755761329711903,0.3629478651777919,0.5434853957635447
replab auto (128d),auto,888,vol_20,mlp,,,,,,,,,-0.027644981575301708,0.7696010826267317,0.2812561380361639,0.1239797550098104,0.400085372078746,0.4899505921830978
replab auto (128d),auto,999,direction_1,linear,0.5287128712871287,0.5020835329054507,0.4903087779800109,0.7324823664933795,0.5418326693227091,0.5255427841634738,0.5321839080459769,0.6990476959471043,,,,,,
replab auto (128d),auto,999,direction_1,gbdt,0.5069306930693069,0.49889836191206055,0.5164766740109206,0.759406279849253,0.5119521912350598,0.5035280970625798,0.4910400702426565,0.7658650048609122,,,,,,
replab auto (128d),auto,999,direction_1,mlp,0.5267326732673268,0.5099626400996264,0.5543155474662325,0.6885234549916173,0.5039840637450199,0.492632503192848,0.49795258620689653,0.7077584834254399,,,,,,
replab auto (128d),auto,999,magnitude_1,linear,,,,,,,,,0.15239194660052968,0.6893045116792381,0.3897187635623525,0.029866584513808636,0.5451590947811971,0.26508811042370334
replab auto (128d),auto,999,magnitude_1,gbdt,,,,,,,,,0.25823414716803916,0.674935321344899,0.4395103743179531,0.07835050535401766,0.5265108402502865,0.3514400200464196
replab auto (128d),auto,999,magnitude_1,mlp,,,,,,,,,0.2515304543211585,0.6485788606437699,0.38337489921449225,0.055256884315868504,0.530867515886188,0.2739842145502133
replab auto (128d),auto,999,vol_20,linear,,,,,,,,,-0.056364371652142475,0.7638113375100559,0.35035835881724825,0.04516947614147715,0.4260969359323708,0.3899388768498738
replab auto (128d),auto,999,vol_20,gbdt,,,,,,,,,0.14170776396044482,0.7619199521819392,0.336361586469206,0.2902247110578019,0.36489548363182606,0.5476437112267047
replab auto (128d),auto,999,vol_20,mlp,,,,,,,,,-0.07006620757937831,0.7681057332636556,0.2016687072433952,0.008787832085322855,0.4365281331366179,0.37855541528407743
replab predictive (128d),predictive,20260814,direction_1,linear,0.5386138613861386,0.5145687645687645,0.5325222722482996,0.7285045840468402,0.5368525896414342,0.5192448914431673,0.5196120689655173,0.6987641308317618,,,,,,
replab predictive (128d),predictive,20260814,direction_1,gbdt,0.5405940594059406,0.5264792285340231,0.5464603889261423,0.7340665914430967,0.5278884462151394,0.5163713282247765,0.5166307471264368,0.7459996564796492,,,,,,
replab predictive (128d),predictive,20260814,direction_1,mlp,0.5663366336633663,0.5502762078104544,0.5462209023852859,0.7073110738989299,0.5288844621513944,0.5154773307790549,0.520426245210728,0.697615378041365,,,,,,
replab predictive (128d),predictive,20260814,magnitude_1,linear,,,,,,,,,-0.04480385134389442,0.7460700417209689,0.3043654436336207,-0.01778719053512301,0.5408315066284439,0.31401441340493247
replab predictive (128d),predictive,20260814,magnitude_1,gbdt,,,,,,,,,0.2023927634502204,0.6780324288165305,0.39502156104635855,0.07919351969318167,0.5115563755081943,0.38848248140303615
replab predictive (128d),predictive,20260814,magnitude_1,mlp,,,,,,,,,0.18528736793859513,0.6691343674663304,0.3802593857272232,0.10583572826869292,0.5166270164156441,0.356323342383871
replab predictive (128d),predictive,20260814,vol_20,linear,,,,,,,,,-0.6020105203961177,0.8594344218256108,0.2128902020636847,0.07481304293159896,0.38152091477258215,0.42977836799506575
replab predictive (128d),predictive,20260814,vol_20,gbdt,,,,,,,,,0.1486114217885509,0.7218471349677739,0.4572162806342747,0.30997007819728495,0.355564266654832,0.5545979229831735
replab predictive (128d),predictive,20260814,vol_20,mlp,,,,,,,,,-0.019935656682935177,0.7328520212607644,0.39146386688358287,0.0825862538690384,0.40554218172366235,0.39850913909001123
replab predictive (128d),predictive,111,direction_1,linear,0.5386138613861386,0.5124293514704473,0.5147683366861449,0.7620530933870007,0.5338645418326693,0.5125239463601532,0.5055076628352491,0.7080789088482374,,,,,,
replab predictive (128d),predictive,111,direction_1,gbdt,0.5445544554455446,0.5331848516780023,0.5537886770763483,0.7195311961802271,0.5059760956175299,0.4961526181353767,0.5180635376756066,0.7428845446171598,,,,,,
replab predictive (128d),predictive,111,direction_1,mlp,0.5465346534653466,0.5204920650126129,0.5129482389756364,0.7135154767496352,0.5229083665338645,0.5053719667943806,0.50522030651341,0.7033274952768099,,,,,,
replab predictive (128d),predictive,111,magnitude_1,linear,,,,,,,,,-0.288744947365259,0.7570290940075314,0.32211804228834484,-0.02263177070482625,0.5442253333040018,0.3084073886101918
replab predictive (128d),predictive,111,magnitude_1,gbdt,,,,,,,,,0.27808876285645967,0.6530208654859861,0.4306425308053136,0.08345089984548659,0.5119039726686494,0.37866756031681237
replab predictive (128d),predictive,111,magnitude_1,mlp,,,,,,,,,0.22181140116041287,0.6637655934708886,0.4172351959707276,0.07086843095361828,0.5209953190825793,0.33828133942194744
replab predictive (128d),predictive,111,vol_20,linear,,,,,,,,,-0.4653270455118925,0.8634435553284655,0.15666206372190017,0.043691349196394946,0.3919082625953633,0.4204591406093632
replab predictive (128d),predictive,111,vol_20,gbdt,,,,,,,,,0.06877493406790036,0.7310452364626839,0.478037617426339,0.2684862258077445,0.36368928051402105,0.5297818587374412
replab predictive (128d),predictive,111,vol_20,mlp,,,,,,,,,0.13664570392340147,0.7046567978586699,0.43559855985598567,0.15087488596502008,0.39329174994380145,0.4805190708799007
replab predictive (128d),predictive,222,direction_1,linear,0.5326732673267327,0.5077194495002715,0.5333045949484305,0.7417082914477946,0.5348605577689243,0.5169380587484036,0.5222581417624521,0.6992276277970766,,,,,,
replab predictive (128d),predictive,222,direction_1,gbdt,0.5445544554455446,0.5337197049525817,0.5504198997349682,0.7241777580629823,0.5368525896414342,0.5265245849297573,0.5342672413793104,0.7320888657181723,,,,,,
replab predictive (128d),predictive,222,direction_1,mlp,0.499009900990099,0.46837181083756424,0.48349139445029854,0.7050359351501426,0.5268924302788844,0.5081657088122605,0.5139248084291187,0.7018824979962265,,,,,,
replab predictive (128d),predictive,222,magnitude_1,linear,,,,,,,,,0.168516340552755,0.6770998012647662,0.3832228343150194,-0.07690996138861839,0.5536451231334689,0.25718839277253086
replab predictive (128d),predictive,222,magnitude_1,gbdt,,,,,,,,,0.2920715097122015,0.638643415862893,0.4523327903985926,0.11459557303029466,0.5046553423004319,0.3945842095364148
replab predictive (128d),predictive,222,magnitude_1,mlp,,,,,,,,,0.279235879013472,0.6498158618171737,0.43014799376245083,0.04861841432818581,0.5309858745420085,0.3414941129560539
replab predictive (128d),predictive,222,vol_20,linear,,,,,,,,,-0.3827105197230838,0.8312056590850803,0.21215988058433174,-0.14770377066865947,0.43185708858772953,0.31791292029228824
replab predictive (128d),predictive,222,vol_20,gbdt,,,,,,,,,0.07966129352110041,0.7023027309864469,0.4844824855156324,0.25189112832989835,0.36660611844373314,0.5234798633135785
replab predictive (128d),predictive,222,vol_20,mlp,,,,,,,,,0.07137374542075137,0.7163811923941696,0.4007760713959595,0.15026530392186555,0.39035590321552577,0.45758544596494044
replab predictive (128d),predictive,333,direction_1,linear,0.5306930693069307,0.510250023948654,0.5331289714851359,0.7206534857506277,0.5239043824701195,0.5070561941251597,0.5057391443167305,0.7054256906128366,,,,,,
replab predictive (128d),predictive,333,direction_1,gbdt,0.5405940594059406,0.5248746687102851,0.5530861832231695,0.7128226460343333,0.5328685258964143,0.5219109195402298,0.5245649744572157,0.7318673884323312,,,,,,
replab predictive (128d),predictive,333,direction_1,mlp,0.5504950495049505,0.5271976881565923,0.5436344477440368,0.7024444772526626,0.5338645418326693,0.5196519795657727,0.5140126117496807,0.7041057868393288,,,,,,
replab predictive (128d),predictive,333,magnitude_1,linear,,,,,,,,,0.13926005171062428,0.6747461756591703,0.4322148464585943,-0.028991478500377976,0.5481741812974525,0.31385025014701456
replab predictive (128d),predictive,333,magnitude_1,gbdt,,,,,,,,,0.2064874931665731,0.6697774539108443,0.46307847701878463,0.05205932659358936,0.5218329821108543,0.3845887395332844
replab predictive (128d),predictive,333,magnitude_1,mlp,,,,,,,,,0.21164555836150067,0.6544387232378963,0.4378831308103591,0.04471536096051554,0.5356730581869307,0.3401763619772079
replab predictive (128d),predictive,333,vol_20,linear,,,,,,,,,-0.31538872558508424,0.8050642137376112,0.20032276519577427,-0.06338853574681846,0.4107141126077352,0.2884629332130576
replab predictive (128d),predictive,333,vol_20,gbdt,,,,,,,,,0.06174109506252867,0.7707158186738657,0.43076658597536777,0.2519274986767883,0.3680721930567409,0.5229409830985287
replab predictive (128d),predictive,333,vol_20,mlp,,,,,,,,,-0.03404882110070884,0.7175556902101362,0.3615518073546486,0.14126812079647155,0.39553884751550794,0.4293025471620642
replab predictive (128d),predictive,444,direction_1,linear,0.5623762376237624,0.532873519174889,0.5375674553756745,0.7176215391366979,0.5338645418326693,0.5147988505747126,0.507132024265645,0.6994131700371218,,,,,,
replab predictive (128d),predictive,444,direction_1,gbdt,0.5366336633663367,0.5187038988408852,0.5498291662675224,0.7256736714153098,0.5348605577689243,0.5228528097062579,0.5214519476372925,0.7454482618267457,,,,,,
replab predictive (128d),predictive,444,direction_1,mlp,0.5405940594059406,0.505085097550851,0.5150158061116965,0.7028067023127766,0.5049800796812749,0.4849137931034483,0.4859394955300128,0.7044753121369833,,,,,,
replab predictive (128d),predictive,444,magnitude_1,linear,,,,,,,,,-0.020421550252205822,0.716130191215613,0.3268614515223601,-0.008028147129655272,0.549635524623205,0.2910898460327226
replab predictive (128d),predictive,444,magnitude_1,gbdt,,,,,,,,,0.2645125260104155,0.6777094976343195,0.4466528589191109,0.06904315851573684,0.5195793467474746,0.37081949243788964
replab predictive (128d),predictive,444,magnitude_1,mlp,,,,,,,,,0.06363430181476581,0.7008874159639538,0.3493857386371963,0.04831578831711436,0.5361743384637021,0.29001561139859133
replab predictive (128d),predictive,444,vol_20,linear,,,,,,,,,0.0052790110468279305,0.7432158890576958,0.29335126059189776,0.061755463709477265,0.38899056828844086,0.40021156661253093
replab predictive (128d),predictive,444,vol_20,gbdt,,,,,,,,,0.0021639872372577473,0.7838107848843348,0.4570808012478268,0.286950114026141,0.35761390414371735,0.5641398547097775
replab predictive (128d),predictive,444,vol_20,mlp,,,,,,,,,0.053746045067663784,0.7113804901467754,0.3709153524048058,0.12498419904614855,0.3980122502817118,0.424187466928983
replab predictive (128d),predictive,555,direction_1,linear,0.5405940594059406,0.5120381901203819,0.5416866238784047,0.6941003129683591,0.5418326693227091,0.5206896551724138,0.5181353767560665,0.7004126004131221,,,,,,
replab predictive (128d),predictive,555,direction_1,gbdt,0.5287128712871287,0.5090366254749816,0.5389564773126417,0.7161944316066653,0.5059760956175299,0.49478767560664116,0.5037635696040869,0.7555637097303188,,,,,,
replab predictive (128d),predictive,555,direction_1,mlp,0.5267326732673268,0.5024746942555162,0.5091324200913242,0.7143154899437774,0.5278884462151394,0.5116698595146871,0.4963302203065134,0.6984172171230381,,,,,,
replab predictive (128d),predictive,555,magnitude_1,linear,,,,,,,,,-0.13205942478054977,0.7501154728778267,0.3680308333946168,0.04708363304287,0.5311969004932238,0.33216720277464323
replab predictive (128d),predictive,555,magnitude_1,gbdt,,,,,,,,,0.2833086384237721,0.6435493256632148,0.4591693282488808,0.06991955045552045,0.5187145673637211,0.3648798397721144
replab predictive (128d),predictive,555,magnitude_1,mlp,,,,,,,,,0.17864370997699186,0.6898828647973468,0.3603830032160749,0.09694646315411415,0.5160392096053864,0.3772089641084742
replab predictive (128d),predictive,555,vol_20,linear,,,,,,,,,-0.26370455914149415,0.7902066077007253,0.279420830281786,0.08179159723119289,0.3894395582520657,0.37952458600172134
replab predictive (128d),predictive,555,vol_20,gbdt,,,,,,,,,0.12868442122896762,0.6773793979535819,0.42893947779871167,0.25655583680609295,0.3577202198239492,0.5384988326103646
replab predictive (128d),predictive,555,vol_20,mlp,,,,,,,,,0.060255650057639554,0.694959634310115,0.3803757083782913,0.1740192625152499,0.3874103940924953,0.4802297034049305
replab predictive (128d),predictive,666,direction_1,linear,0.5465346534653466,0.5140738257176614,0.5527030047577993,0.7009384000096259,0.5308764940239044,0.5074712643678161,0.5199952107279694,0.6916943226744062,,,,,,
replab predictive (128d),predictive,666,direction_1,gbdt,0.5504950495049505,0.5346856340007025,0.5419740077274324,0.7322575315701804,0.5189243027888446,0.508492975734355,0.5124960089399745,0.7462483500950747,,,,,,
replab predictive (128d),predictive,666,direction_1,mlp,0.5524752475247525,0.5214579940607338,0.5139381166778427,0.7161887716588261,0.5388446215139442,0.5177602171136654,0.5060903575989782,0.7051729123121658,,,,,,
replab predictive (128d),predictive,666,magnitude_1,linear,,,,,,,,,-0.4243056489525703,0.8076615779727542,0.3519475942613112,-0.01878641028552641,0.5540601022440842,0.26858167327292565
replab predictive (128d),predictive,666,magnitude_1,gbdt,,,,,,,,,0.2671891569312945,0.6440205778144579,0.4655610389974024,0.05743606915735944,0.5281058603589986,0.38257095984025963
replab predictive (128d),predictive,666,magnitude_1,mlp,,,,,,,,,0.24117889726667763,0.672613286732293,0.3971961729681395,0.0843219397652597,0.5308935726054411,0.3457461780850769
replab predictive (128d),predictive,666,vol_20,linear,,,,,,,,,-0.37754687314703594,0.8425754932291059,0.22888608736650068,-0.006192732452658278,0.40628139617775727,0.3812557179741339
replab predictive (128d),predictive,666,vol_20,gbdt,,,,,,,,,0.15279384005145225,0.6886535105873135,0.4619841487254316,0.2605349612195502,0.35639941751917964,0.5658702583978096
replab predictive (128d),predictive,666,vol_20,mlp,,,,,,,,,-0.057781426696298155,0.7733287801857702,0.39681977514521644,0.06872922060382758,0.4051757060417945,0.4389199442184392
replab predictive (128d),predictive,777,direction_1,linear,0.5386138613861386,0.5086853785483922,0.5265830060350608,0.7398795068797288,0.548804780876494,0.5311143039591315,0.5203184865900383,0.703188208958695,,,,,,
replab predictive (128d),predictive,777,direction_1,gbdt,0.5306930693069307,0.5188076763419229,0.5388766484656896,0.7343669431865338,0.5507968127490039,0.5411558109833972,0.5272310025542785,0.7361521328203599,,,,,,
replab predictive (128d),predictive,777,direction_1,mlp,0.5485148514851486,0.517426637289651,0.5095634958648657,0.7003124330361489,0.5448207171314741,0.5246807151979566,0.5161637931034482,0.7012499878619096,,,,,,
replab predictive (128d),predictive,777,magnitude_1,linear,,,,,,,,,-0.09631313591738877,0.7344023548913932,0.40353342174745643,0.008280048951023411,0.5439095198013926,0.36798929597598734
replab predictive (128d),predictive,777,magnitude_1,gbdt,,,,,,,,,0.30408115014008474,0.6437925902465854,0.46826969501926213,0.080040394676958,0.5159670315582985,0.38304250115516114
replab predictive (128d),predictive,777,magnitude_1,mlp,,,,,,,,,0.2451483167194336,0.6670091841027397,0.41367322478381147,0.11069245874901745,0.5198460514102043,0.34825866204756917
replab predictive (128d),predictive,777,vol_20,linear,,,,,,,,,0.053713237378008705,0.7284007532449368,0.38103624026998983,0.20411062737837282,0.37376717021822187,0.45904888320101583
replab predictive (128d),predictive,777,vol_20,gbdt,,,,,,,,,-0.010013237326123248,0.7709743659009181,0.45630016417790853,0.30870998665732896,0.3564463402858093,0.5682443147986634
replab predictive (128d),predictive,777,vol_20,mlp,,,,,,,,,0.052903219281957736,0.7260516170986182,0.3809083082221266,0.17886554554108236,0.3937003770100181,0.46055831536270697
replab predictive (128d),predictive,888,direction_1,linear,0.5702970297029702,0.5478893252865855,0.5419740077274324,0.7457460277727247,0.5408366533864541,0.5218869731800766,0.5175167624521073,0.7030334668651831,,,,,,
replab predictive (128d),predictive,888,direction_1,gbdt,0.5584158415841585,0.5502362933869783,0.5717342018711882,0.7149923911618474,0.5139442231075697,0.5047733077905492,0.49945322477650067,0.7595570449341635,,,,,,
replab predictive (128d),predictive,888,direction_1,mlp,0.5366336633663367,0.5106810997221956,0.5062745473704379,0.7052719282382177,0.5408366533864541,0.5221902937420179,0.517772190293742,0.699697137450253,,,,,,
replab predictive (128d),predictive,888,magnitude_1,linear,,,,,,,,,0.19400972227090763,0.6726682119803307,0.3530202015470229,0.027258597334623436,0.5375507233553726,0.3226253164234042
replab predictive (128d),predictive,888,magnitude_1,gbdt,,,,,,,,,0.2698204108885657,0.6705460214187831,0.4559342220542139,0.07611558101975957,0.5181962765495716,0.3855339208797284
replab predictive (128d),predictive,888,magnitude_1,mlp,,,,,,,,,0.13222013891781403,0.678731603206932,0.37317290051612867,0.08140932647684251,0.525537317817179,0.31139823175237985
replab predictive (128d),predictive,888,vol_20,linear,,,,,,,,,-0.07080510247026095,0.7370440945494062,0.3638598021292813,0.19862711158124058,0.36479961548766204,0.45431801064852223
replab predictive (128d),predictive,888,vol_20,gbdt,,,,,,,,,0.16914549509943044,0.6989644156979766,0.44822358012198743,0.28232404813267087,0.35797090002837345,0.5361419536755886
replab predictive (128d),predictive,888,vol_20,mlp,,,,,,,,,-0.26701133827707735,0.8286869910342993,0.3678810427626614,0.006138649752714609,0.4155997732737861,0.38325014986334627
replab predictive (128d),predictive,999,direction_1,linear,0.5524752475247525,0.5241322604336303,0.5433151323562282,0.694857853456052,0.5249003984063745,0.504948914431673,0.503500159642401,0.7096010674758714,,,,,,
replab predictive (128d),predictive,999,direction_1,gbdt,0.5445544554455446,0.5294408787559473,0.5427243988887824,0.7261157546156027,0.5268924302788844,0.513625478927203,0.5237388250319284,0.74596368726966,,,,,,
replab predictive (128d),predictive,999,direction_1,mlp,0.5366336633663367,0.5085416866238784,0.5098987770220647,0.7158742248798154,0.5229083665338645,0.5059786079182631,0.5171735312899106,0.7018380084411682,,,,,,
replab predictive (128d),predictive,999,magnitude_1,linear,,,,,,,,,0.09709864016486514,0.6864994294985779,0.3621316563829907,-0.0020224274700626488,0.5486864369584621,0.2688490343586859
replab predictive (128d),predictive,999,magnitude_1,gbdt,,,,,,,,,0.29102643722088284,0.6377612239090323,0.4810543278175877,0.08313757856660164,0.5161163294785078,0.382038905528876
replab predictive (128d),predictive,999,magnitude_1,mlp,,,,,,,,,0.28619066591218423,0.6501352397642743,0.4146212078029514,0.09534463503095392,0.516340228118095,0.3528055020074031
replab predictive (128d),predictive,999,vol_20,linear,,,,,,,,,-0.29830042560778747,0.8286222150483992,0.21983701475737638,0.08708757798527567,0.3967206337066731,0.43037787160647734
replab predictive (128d),predictive,999,vol_20,gbdt,,,,,,,,,-0.041794824159948174,0.7923834921510147,0.4200010994888309,0.2838598587734925,0.35921968466519155,0.517068474553116
replab predictive (128d),predictive,999,vol_20,mlp,,,,,,,,,-0.187654481201313,0.7706118501571705,0.33967766341851585,-0.10136160351626078,0.44160180280753375,0.3251846138121393
replab contrastive (128d),contrastive,20260814,direction_1,linear,0.5306930693069307,0.5006226650062267,0.5127247182041702,0.708305024304063,0.5179282868525896,0.5024106002554278,0.5141722541507024,0.7196829672127574,,,,,,
replab contrastive (128d),contrastive,20260814,direction_1,gbdt,0.5089108910891089,0.4846010154229332,0.48467286138519017,0.7578408116237904,0.5258964143426295,0.5108796296296296,0.5142600574712644,0.75434209790261,,,,,,
replab contrastive (128d),contrastive,20260814,direction_1,mlp,0.5346534653465347,0.5067934348756267,0.5020116869431938,0.7169021960419385,0.5189243027888446,0.5,0.49574153895274575,0.7139826016136701,,,,,,
replab contrastive (128d),contrastive,20260814,magnitude_1,linear,,,,,,,,,0.2645394315502799,0.6538494733692667,0.34180480956026077,0.05019363710933522,0.5268203537652666,0.3189294645614487
replab contrastive (128d),contrastive,20260814,magnitude_1,gbdt,,,,,,,,,0.2998428013636609,0.6533897313424986,0.4180346548172208,0.05166299134844676,0.5322664164856251,0.317884576388823
replab contrastive (128d),contrastive,20260814,magnitude_1,mlp,,,,,,,,,0.2610977184883212,0.6648275579934311,0.3381498011171414,0.03751993123100594,0.5400756684151741,0.30020649919245795
replab contrastive (128d),contrastive,20260814,vol_20,linear,,,,,,,,,0.07394089169367002,0.6813663413836323,0.3587056221150066,-0.053668265159766415,0.42845001824088885,0.33919351545632925
replab contrastive (128d),contrastive,20260814,vol_20,gbdt,,,,,,,,,0.12777839943118052,0.6951665326545893,0.4411235844081304,0.27166568005441616,0.35802246566126933,0.5420547941077274
replab contrastive (128d),contrastive,20260814,vol_20,mlp,,,,,,,,,-0.3053272668171396,0.8766358588822695,0.23380424999021643,-0.23446824019266144,0.4725811956821388,0.317802647991781
replab contrastive (128d),contrastive,111,direction_1,linear,0.5702970297029702,0.5436104990899512,0.5478813424018903,0.7058088100834593,0.5438247011952191,0.5292145593869731,0.5230124521072796,0.7117523503209575,,,,,,
replab contrastive (128d),contrastive,111,direction_1,gbdt,0.5504950495049505,0.5357553405498611,0.528610658747645,0.7483852088304894,0.5428286852589641,0.5296535759897829,0.5314894636015326,0.7482717834164531,,,,,,
replab contrastive (128d),contrastive,111,direction_1,mlp,0.5069306930693069,0.4823179104001022,0.5067056231439793,0.7241908206948806,0.5059760956175299,0.4905411877394636,0.4975215517241379,0.744989982591928,,,,,,
replab contrastive (128d),contrastive,111,magnitude_1,linear,,,,,,,,,0.29049309330874773,0.6445504524960868,0.4484243404563519,0.045563268942244606,0.5344528564485721,0.2805137607351394
replab contrastive (128d),contrastive,111,magnitude_1,gbdt,,,,,,,,,0.3383333544190229,0.6389389032977879,0.4379962011262355,0.024809792753692328,0.5403630217841583,0.34649908378716815
replab contrastive (128d),contrastive,111,magnitude_1,mlp,,,,,,,,,0.3071275464306137,0.6543819856223587,0.4052162453485159,0.04041941938024718,0.5353798826542695,0.3067138428524672
replab contrastive (128d),contrastive,111,vol_20,linear,,,,,,,,,0.034108101010603464,0.7092245385568878,0.32131955431568004,0.039150351781838566,0.41671807699874835,0.41088119647580684
replab contrastive (128d),contrastive,111,vol_20,gbdt,,,,,,,,,0.23484373665989777,0.6602436489096113,0.4305784615728654,0.2426915377501243,0.3644900679601876,0.5213467937029017
replab contrastive (128d),contrastive,111,vol_20,mlp,,,,,,,,,-0.25986794133405167,0.8495975700533378,0.23274631811007193,-0.17583828592043416,0.46453626720116986,0.336709525783904
replab contrastive (128d),contrastive,222,direction_1,linear,0.5326732673267327,0.5152073953443816,0.5469553277772455,0.7030893898460406,0.5059760956175299,0.4929677522349937,0.5139647190293742,0.7155048725600343,,,,,,
replab contrastive (128d),contrastive,222,direction_1,gbdt,0.5168316831683168,0.5022910879075262,0.5153431043842003,0.7422633228871791,0.5049800796812749,0.4944683908045977,0.49982838441890165,0.7582799550263447,,,,,,
replab contrastive (128d),contrastive,222,direction_1,mlp,0.5465346534653466,0.5210269182871923,0.5354759395855286,0.6912054710539397,0.49701195219123506,0.4823595146871009,0.47056992337164755,0.7142128706866673,,,,,,
replab contrastive (128d),contrastive,222,magnitude_1,linear,,,,,,,,,0.24532731374065542,0.6637216492387007,0.3834053681005999,-0.0032726043038262542,0.5496241791616512,0.2704461577224862
replab contrastive (128d),contrastive,222,magnitude_1,gbdt,,,,,,,,,0.3197327138637759,0.6451286201486627,0.44718820749749394,0.019232278528977798,0.5402070302372385,0.3258265292302509
replab contrastive (128d),contrastive,222,magnitude_1,mlp,,,,,,,,,0.20381681012245878,0.6609739195171984,0.3512690326005203,0.0013995395859560666,0.5332363485784962,0.2886904911971894
replab contrastive (128d),contrastive,222,vol_20,linear,,,,,,,,,0.1945951160908449,0.6866076901956188,0.4142699673694078,0.029403209181320666,0.416361159191685,0.43646837575757275
replab contrastive (128d),contrastive,222,vol_20,gbdt,,,,,,,,,0.14944269640918362,0.7229779983094912,0.39011168197565105,0.24691554080659872,0.36177001707414486,0.5356790159421452
replab contrastive (128d),contrastive,222,vol_20,mlp,,,,,,,,,-0.015294798769009077,0.7314785488728018,0.31735095869835434,-0.11270643030929106,0.45556437622877327,0.3687103037925284
replab contrastive (128d),contrastive,333,direction_1,linear,0.5524752475247525,0.5353641791997956,0.5387329565411757,0.7033429523448853,0.5219123505976095,0.5097541507024266,0.5149185823754788,0.7202607312274115,,,,,,
replab contrastive (128d),contrastive,333,direction_1,gbdt,0.5405940594059406,0.5195261359644922,0.5166044001660441,0.747841068431726,0.5318725099601593,0.5170418263090677,0.5241578863346105,0.750371379456362,,,,,,
replab contrastive (128d),contrastive,333,direction_1,mlp,0.5366336633663367,0.5122856595459335,0.5202605613564518,0.6992249594826127,0.5179282868525896,0.5021072796934866,0.5176524584929757,0.7029163015590587,,,,,,
replab contrastive (128d),contrastive,333,magnitude_1,linear,,,,,,,,,0.28557688526165237,0.6466675281624732,0.3929355604722483,0.0333710147743046,0.5291821009718003,0.27178646694093395
replab contrastive (128d),contrastive,333,magnitude_1,gbdt,,,,,,,,,0.3049291261046292,0.6502247456209742,0.4370542746135083,0.06576202481762583,0.5336850264416928,0.3342016062006096
replab contrastive (128d),contrastive,333,magnitude_1,mlp,,,,,,,,,0.2518589172706732,0.6596742239541921,0.3599130183184395,-0.0175242414480834,0.5459346615591703,0.2660863584725586
replab contrastive (128d),contrastive,333,vol_20,linear,,,,,,,,,0.07543198142859664,0.6652699392813789,0.3878066688656444,0.03748966892815342,0.41845392054138214,0.3403188780603327
